YIL;AY;YARDIM_TALEBI;CINSIYET;YAS_ARALIGI;BASVURU_ADEDI
2019;1;NAKDİ YARDIM;KADIN;25-34;44
2019;5;NAKDİ YARDIM;KADIN;45-54;177
2019;4;NAKDİ YARDIM;KADIN;45-54;113
2019;4;NAKDİ YARDIM;ERKEK;35-44;72
2019;12;NAKDİ YARDIM;BELİRSİZ;55-64;1
2019;8;NAKDİ YARDIM;ERKEK;18-24;5
2019;12;NAKDİ YARDIM;ERKEK;18-24;6
2019;11;NAKDİ YARDIM;BELİRSİZ;55-64;4
2019;12;NAKDİ YARDIM;ERKEK;25-34;11
2019;5;NAKDİ YARDIM;KADIN;18-24;62
2019;3;NAKDİ YARDIM;KADIN;55-64;50
2019;8;NAKDİ YARDIM;KADIN;35-44;93
2019;2;NAKDİ YARDIM;KADIN;45-54;54
2019;3;NAKDİ YARDIM;ERKEK;65+;37
2019;7;NAKDİ YARDIM;KADIN;18-24;19
2019;8;NAKDİ YARDIM;ERKEK;35-44;28
2019;7;NAKDİ YARDIM;KADIN;55-64;21
2019;1;NAKDİ YARDIM;KADIN;35-44;47
2019;5;NAKDİ YARDIM;ERKEK;25-34;62
2019;2;NAKDİ YARDIM;KADIN;25-34;97
2019;2;NAKDİ YARDIM;KADIN;18-24;35
2019;4;NAKDİ YARDIM;ERKEK;45-54;62
2019;2;NAKDİ YARDIM;ERKEK;65+;53
2019;6;NAKDİ YARDIM;ERKEK;65+;74
2019;3;NAKDİ YARDIM;ERKEK;25-34;30
2019;3;NAKDİ YARDIM;ERKEK;35-44;50
2019;5;NAKDİ YARDIM;KADIN;65+;141
2019;5;NAKDİ YARDIM;KADIN;55-64;108
2019;3;NAKDİ YARDIM;KADIN;18-24;49
2019;4;NAKDİ YARDIM;ERKEK;18-24;8
2019;8;NAKDİ YARDIM;KADIN;18-24;28
2019;10;NAKDİ YARDIM;BELİRSİZ;18-24;1
2019;5;NAKDİ YARDIM;ERKEK;18-24;5
2019;12;NAKDİ YARDIM;BELİRSİZ;35-44;3
2019;3;NAKDİ YARDIM;ERKEK;18-24;8
2019;10;NAKDİ YARDIM;KADIN;18-24;29
2019;11;NAKDİ YARDIM;ERKEK;35-44;30
2019;10;NAKDİ YARDIM;BELİRSİZ;65+;2
2019;9;NAKDİ YARDIM;ERKEK;18-24;6
2019;11;NAKDİ YARDIM;ERKEK;18-24;5
2019;5;NAKDİ YARDIM;ERKEK;55-64;59
2019;7;NAKDİ YARDIM;ERKEK;35-44;31
2019;10;NAKDİ YARDIM;KADIN;25-34;127
2019;6;NAKDİ YARDIM;ERKEK;35-44;81
2019;6;NAKDİ YARDIM;ERKEK;55-64;66
2019;3;NAKDİ YARDIM;KADIN;25-34;192
2019;11;NAKDİ YARDIM;ERKEK;25-34;17
2019;7;NAKDİ YARDIM;ERKEK;55-64;35
2019;11;NAKDİ YARDIM;KADIN;65+;33
2019;9;NAKDİ YARDIM;KADIN;65+;23
2019;10;NAKDİ YARDIM;KADIN;65+;26
2019;11;NAKDİ YARDIM;ERKEK;45-54;23
2019;11;NAKDİ YARDIM;ERKEK;65+;22
2019;12;NAKDİ YARDIM;BELİRSİZ;65+;3
2019;12;NAKDİ YARDIM;ERKEK;65+;18
2019;8;NAKDİ YARDIM;ERKEK;45-54;28
2019;8;NAKDİ YARDIM;KADIN;25-34;66
2019;1;NAKDİ YARDIM;KADIN;65+;20
2019;1;NAKDİ YARDIM;ERKEK;45-54;23
2019;6;NAKDİ YARDIM;ERKEK;25-34;51
2019;7;NAKDİ YARDIM;ERKEK;45-54;29
2019;2;NAKDİ YARDIM;ERKEK;25-34;35
2019;3;NAKDİ YARDIM;KADIN;35-44;180
2019;6;NAKDİ YARDIM;KADIN;35-44;190
2019;9;NAKDİ YARDIM;KADIN;25-34;79
2019;6;NAKDİ YARDIM;BELİRSİZ;35-44;1
2019;10;NAKDİ YARDIM;BELİRSİZ;35-44;2
2019;8;NAKDİ YARDIM;BELİRSİZ;35-44;1
2019;10;NAKDİ YARDIM;ERKEK;18-24;7
2019;10;NAKDİ YARDIM;KADIN;55-64;30
2019;8;NAKDİ YARDIM;ERKEK;25-34;18
2019;8;NAKDİ YARDIM;KADIN;65+;57
2019;9;NAKDİ YARDIM;ERKEK;35-44;33
2019;12;NAKDİ YARDIM;ERKEK;55-64;30
2019;12;NAKDİ YARDIM;KADIN;45-54;46
2019;7;NAKDİ YARDIM;ERKEK;25-34;28
2019;12;NAKDİ YARDIM;ERKEK;35-44;32
2019;9;NAKDİ YARDIM;KADIN;45-54;39
2019;3;NAKDİ YARDIM;KADIN;65+;73
2019;3;NAKDİ YARDIM;ERKEK;55-64;37
2019;2;NAKDİ YARDIM;KADIN;65+;57
2019;2;NAKDİ YARDIM;ERKEK;45-54;37
2019;6;NAKDİ YARDIM;KADIN;45-54;102
2019;6;NAKDİ YARDIM;KADIN;65+;107
2019;6;NAKDİ YARDIM;KADIN;18-24;46
2019;7;NAKDİ YARDIM;ERKEK;18-24;4
2019;4;NAKDİ YARDIM;ERKEK;55-64;42
2019;10;NAKDİ YARDIM;ERKEK;55-64;27
2019;10;NEVRESİM TAKIMI;ERKEK;65+;2
2019;9;NEVRESİM TAKIMI;KADIN;65+;1
2019;12;NEVRESİM TAKIMI;ERKEK;65+;27
2019;11;NEVRESİM TAKIMI;ERKEK;65+;1
2019;12;NEVRESİM TAKIMI;BELİRSİZ;55-64;1
2019;12;NEVRESİM TAKIMI;ERKEK;45-54;6
2019;12;NEVRESİM TAKIMI;ERKEK;35-44;2
2019;12;NEVRESİM TAKIMI;ERKEK;25-34;2
2019;11;NEVRESİM TAKIMI;KADIN;65+;2
2019;12;NEVRESİM TAKIMI;ERKEK;18 Altı;4
2019;12;NEVRESİM TAKIMI;BELİRSİZ;45-54;1
2019;11;NEVRESİM TAKIMI;ERKEK;25-34;1
2019;12;NEVRESİM TAKIMI;BELİRSİZ;65+;6
2019;12;NEVRESİM TAKIMI;ERKEK;55-64;11
2019;11;NEVRESİM TAKIMI;BELİRSİZ;65+;2
2019;12;NEVRESİM TAKIMI;KADIN;55-64;3
2019;12;NEVRESİM TAKIMI;ERKEK;18-24;2
2019;12;NEVRESİM TAKIMI;KADIN;45-54;2
2019;12;NEVRESİM TAKIMI;KADIN;65+;55
2019;12;NEVRESİM TAKIMI;BELİRSİZ;18-24;1
2019;11;NEVRESİM TAKIMI;KADIN;55-64;1
2019;12;NEVRESİM TAKIMI;KADIN;18 Altı;2
2019;11;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;KADIN;18-24;1
2019;9;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;ERKEK;18-24;1
2019;6;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;KADIN;55-64;1
2019;11;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;BELİRSİZ;55-64;1
2019;8;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;ERKEK;25-34;1
2019;10;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;KADIN;55-64;1
2019;10;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;ERKEK;55-64;1
2019;10;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;ERKEK;65+;2
2019;10;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;BELİRSİZ;25-34;1
2019;11;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;KADIN;65+;1
2019;11;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;KADIN;25-34;1
2019;5;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;KADIN;18 Altı;2
2019;2;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;ERKEK;18 Altı;1
2019;12;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;KADIN;65+;1
2019;11;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;ERKEK;18 Altı;1
2019;11;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;BELİRSİZ;18 Altı;1
2019;9;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;KADIN;18 Altı;1
2019;10;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;KADIN;45-54;1
2019;9;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;ERKEK;35-44;1
2019;3;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;KADIN;18-24;1
2019;11;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;KADIN;18 Altı;1
2019;11;PEDİATRİK MANUEL TEKERLEKLİ SANDALYE;ERKEK;45-54;1
2019;7;SÜT;ERKEK;45-54;35
2019;10;SÜT;KADIN;45-54;67
2019;10;SÜT;ERKEK;18 Altı;3
2019;12;SÜT;BELİRSİZ;35-44;64
2019;12;SÜT;BELİRSİZ;18-24;54
2019;7;SÜT;BELİRSİZ;25-34;1
2019;12;SÜT;ERKEK;35-44;161
2019;4;SÜT;ERKEK;45-54;29
2019;7;SÜT;KADIN;25-34;1796
2019;1;SÜT;KADIN;18-24;208
2019;6;SÜT;KADIN;45-54;102
2019;1;SÜT;KADIN;55-64;4
2019;1;SÜT;ERKEK;65+;2
2019;8;SÜT;KADIN;65+;1
2019;7;SÜT;ERKEK;55-64;3
2019;4;SÜT;ERKEK;65+;3
2019;11;SÜT;ERKEK;55-64;6
2019;3;SÜT;ERKEK;45-54;27
2019;2;SÜT;ERKEK;45-54;38
2019;7;SÜT;ERKEK;18-24;30
2019;5;SÜT;ERKEK;18-24;18
2019;8;SÜT;ERKEK;35-44;116
2019;8;SÜT;ERKEK;18-24;21
2019;12;SÜT;BELİRSİZ;25-34;155
2019;11;SÜT;BELİRSİZ;25-34;46
2019;9;SÜT;KADIN;25-34;2116
2019;5;SÜT;ERKEK;45-54;29
2019;4;SÜT;KADIN;35-44;499
2019;10;SÜT;KADIN;25-34;2001
2019;6;SÜT;KADIN;25-34;3290
2019;6;SÜT;KADIN;35-44;1821
2019;3;SÜT;KADIN;35-44;509
2019;6;SÜT;ERKEK;25-34;228
2019;5;SÜT;ERKEK;35-44;164
2019;10;SÜT;ERKEK;45-54;37
2019;5;SÜT;KADIN;25-34;1229
2019;3;SÜT;KADIN;25-34;926
2019;12;SÜT;ERKEK;45-54;29
2019;6;SÜT;ERKEK;45-54;36
2019;7;SÜT;BELİRSİZ;65+;1
2019;8;SÜT;ERKEK;55-64;1
2019;3;SÜT;ERKEK;18 Altı;2
2019;2;SÜT;BELİRSİZ;65+;1
2019;6;SÜT;ERKEK;18 Altı;1
2019;9;SÜT;BELİRSİZ;45-54;1
2019;12;SÜT;BELİRSİZ;45-54;7
2019;6;SÜT;ERKEK;55-64;7
2019;9;SÜT;KADIN;18 Altı;6
2019;5;SÜT;ERKEK;55-64;3
2019;5;SÜT;KADIN;55-64;2
2019;9;SÜT;KADIN;55-64;6
2019;11;SÜT;KADIN;65+;2
2019;9;SÜT;ERKEK;18 Altı;2
2019;1;SÜT;KADIN;45-54;33
2019;6;SÜT;ERKEK;18-24;21
2019;7;SÜT;KADIN;18 Altı;5
2019;12;SÜT;ERKEK;18-24;27
2019;11;SÜT;KADIN;45-54;43
2019;5;SÜT;ERKEK;25-34;214
2019;1;SÜT;KADIN;25-34;1001
2019;11;SÜT;KADIN;25-34;1918
2019;12;SÜT;KADIN;25-34;1199
2019;10;SÜT;KADIN;65+;2
2019;12;SÜT;KADIN;35-44;592
2019;11;SÜT;ERKEK;25-34;182
2019;2;SÜT;KADIN;25-34;1026
2019;1;SÜT;ERKEK;35-44;179
2019;9;SÜT;BELİRSİZ;65+;2
2019;10;SÜT;BELİRSİZ;65+;1
2019;2;SÜT;KADIN;18 Altı;1
2019;11;SÜT;KADIN;18 Altı;2
2019;11;SÜT;KADIN;55-64;2
2019;3;SÜT;BELİRSİZ;25-34;1
2019;4;SÜT;KADIN;55-64;4
2019;3;SÜT;ERKEK;55-64;4
2019;1;SÜT;KADIN;35-44;538
2019;6;SÜT;KADIN;55-64;8
2019;9;SÜT;KADIN;18-24;425
2019;10;SÜT;ERKEK;35-44;179
2019;12;SÜT;ERKEK;25-34;280
2019;11;SÜT;ERKEK;18-24;15
2019;11;SÜT;BELİRSİZ;35-44;21
2019;11;SÜT;BELİRSİZ;18-24;7
2019;7;SÜT;ERKEK;65+;2
2019;4;SÜT;KADIN;25-34;893
2019;5;SÜT;KADIN;45-54;35
2019;2;SÜT;ERKEK;35-44;141
2019;4;SÜT;ERKEK;25-34;169
2019;8;SÜT;KADIN;25-34;1218
2019;6;SÜT;ERKEK;35-44;191
2019;5;SÜT;KADIN;18 Altı;1
2019;4;SÜT;BELİRSİZ;65+;1
2019;4;SÜT;KADIN;18 Altı;4
2019;8;SÜT;KADIN;18 Altı;1
2019;10;SÜT;KADIN;55-64;4
2019;11;SÜT;ERKEK;18 Altı;2
2019;12;SÜT;ERKEK;55-64;3
2019;8;SÜT;ERKEK;65+;2
2019;4;SÜT;KADIN;65+;3
2019;2;SÜT;KADIN;55-64;3
2019;9;SÜT;ERKEK;18-24;23
2019;10;SÜT;ERKEK;55-64;4
2019;8;SÜT;ERKEK;45-54;26
2019;2;SÜT;ERKEK;25-34;215
2019;2;SÜT;KADIN;45-54;37
2019;2;SÜT;ERKEK;18-24;19
2019;3;SÜT;KADIN;18-24;211
2019;6;SÜT;KADIN;18-24;422
2019;4;SÜT;ERKEK;18-24;12
2019;7;SÜT;KADIN;35-44;938
2019;5;SÜT;KADIN;65+;2
2019;9;SÜT;ERKEK;25-34;267
2019;3;SÜT;ERKEK;35-44;130
2019;8;SÜT;ERKEK;25-34;129
2019;2;SÜT;ERKEK;18 Altı;1
2019;1;SÜT;ERKEK;45-54;35
2019;5;SÜT;KADIN;35-44;713
2019;11;SÜT;ERKEK;35-44;130
2019;3;SÜT;BELİRSİZ;65+;1
2019;8;SÜT;BELİRSİZ;25-34;2
2019;9;SÜT;BELİRSİZ;25-34;8
2019;11;SÜT;BELİRSİZ;45-54;3
2019;4;SÜT;ERKEK;55-64;6
2019;10;SÜT;BELİRSİZ;35-44;10
2019;12;SÜT;KADIN;18-24;209
2019;5;SÜT;KADIN;18-24;278
2019;6;SÜT;KADIN;65+;2
2019;3;SÜT;ERKEK;65+;1
2019;6;SÜT;KADIN;18 Altı;3
2019;5;SÜT;BELİRSİZ;65+;1
2019;3;SÜT;KADIN;55-64;3
2019;10;SÜT;BELİRSİZ;45-54;1
2019;7;SÜT;BELİRSİZ;18-24;1
2019;10;SÜT;BELİRSİZ;18-24;2
2019;7;SÜT;KADIN;55-64;4
2019;7;SÜT;BELİRSİZ;35-44;1
2019;4;SÜT;ERKEK;18 Altı;1
2019;10;SÜT;KADIN;18 Altı;2
2019;9;SÜT;ERKEK;45-54;40
2019;1;SÜT;ERKEK;18-24;23
2019;10;SÜT;ERKEK;18-24;30
2019;1;SÜT;ERKEK;25-34;242
2019;9;SÜT;KADIN;35-44;1132
2019;3;SÜT;ERKEK;25-34;230
2019;3;SÜT;KADIN;45-54;33
2019;6;SÜT;BELİRSİZ;35-44;1
2019;10;SÜT;KADIN;35-44;958
2019;2;SÜT;KADIN;35-44;551
2019;8;SÜT;KADIN;55-64;4
2019;12;SÜT;BELİRSİZ;18 Altı;1
2019;12;SÜT;KADIN;65+;1
2019;12;SÜT;KADIN;18 Altı;5
2019;10;SÜT;ERKEK;65+;2
2019;10;SÜT;BELİRSİZ;25-34;23
2019;3;SÜT;KADIN;65+;2
2019;4;SÜT;KADIN;45-54;31
2019;11;SÜT;ERKEK;45-54;21
2019;12;SÜT;KADIN;45-54;23
2019;3;SÜT;ERKEK;18-24;19
2019;11;SÜT;KADIN;18-24;325
2019;1;SÜT;KADIN;18 Altı;5
2019;7;SÜT;KADIN;18-24;310
2019;7;SÜT;ERKEK;35-44;142
2019;4;SÜT;ERKEK;35-44;145
2019;8;SÜT;KADIN;45-54;30
2019;4;SÜT;KADIN;18-24;171
2019;9;SÜT;ERKEK;65+;1
2019;12;SÜT;BELİRSİZ;65+;2
2019;2;SÜT;ERKEK;55-64;2
2019;7;SÜT;ERKEK;18 Altı;1
2019;1;SÜT;ERKEK;55-64;6
2019;2;SÜT;ERKEK;65+;1
2019;6;SÜT;BELİRSİZ;65+;1
2019;11;SÜT;BELİRSİZ;65+;1
2019;11;SÜT;ERKEK;65+;5
2019;7;SÜT;KADIN;65+;2
2019;1;SÜT;KADIN;65+;1
2019;10;SÜT;ERKEK;25-34;250
2019;7;SÜT;ERKEK;25-34;224
2019;2;SÜT;KADIN;18-24;214
2019;3;SÜT;KADIN;18 Altı;3
2019;7;SÜT;KADIN;45-54;62
2019;10;SÜT;KADIN;18-24;340
2019;8;SÜT;KADIN;18-24;226
2019;9;SÜT;KADIN;45-54;58
2019;11;SÜT;KADIN;35-44;939
2019;9;SÜT;ERKEK;35-44;237
2019;8;SÜT;KADIN;35-44;573
2019;9;SÜT;ERKEK;55-64;3
2019;9;SÜT;BELİRSİZ;35-44;5
2019;11;TEMİZLEME MENDİLİ;KADIN;25-34;1
2019;10;TEMİZLEME MENDİLİ;ERKEK;55-64;1
2019;9;TEMİZLEME MENDİLİ;KADIN;25-34;2
2019;5;YAKACAK;KADIN;45-54;178
2019;3;YAKACAK;ERKEK;35-44;43
2019;11;YAKACAK;KADIN;25-34;109
2019;4;YAKACAK;KADIN;45-54;112
2019;9;YAKACAK;KADIN;25-34;79
2019;2;YAKACAK;ERKEK;65+;19
2019;7;YAKACAK;ERKEK;25-34;28
2019;2;YAKACAK;KADIN;45-54;41
2019;6;YAKACAK;KADIN;18-24;45
2019;8;YAKACAK;ERKEK;18-24;5
2019;4;YAKACAK;KADIN;65+;78
2019;10;YAKACAK;BELİRSİZ;45-54;1
2019;12;YAKACAK;BELİRSİZ;65+;3
2019;8;YAKACAK;KADIN;55-64;22
2019;7;YAKACAK;ERKEK;45-54;28
2019;8;YAKACAK;ERKEK;35-44;28
2019;11;YAKACAK;KADIN;45-54;39
2019;9;YAKACAK;KADIN;18-24;21
2019;12;YAKACAK;KADIN;18-24;19
2019;9;YAKACAK;ERKEK;65+;16
2019;10;YAKACAK;ERKEK;65+;18
2019;10;YAKACAK;KADIN;55-64;26
2019;12;YAKACAK;ERKEK;18-24;6
2019;9;YAKACAK;ERKEK;35-44;31
2019;12;YAKACAK;ERKEK;45-54;38
2019;8;YAKACAK;ERKEK;25-34;17
2019;6;YAKACAK;ERKEK;35-44;76
2019;7;YAKACAK;KADIN;25-34;76
2019;10;YAKACAK;KADIN;45-54;39
2019;5;YAKACAK;KADIN;18-24;62
2019;6;YAKACAK;ERKEK;55-64;63
2019;8;YAKACAK;KADIN;35-44;92
2019;6;YAKACAK;KADIN;35-44;188
2019;4;YAKACAK;KADIN;35-44;243
2019;7;YAKACAK;ERKEK;35-44;29
2019;12;YAKACAK;KADIN;45-54;46
2019;12;YAKACAK;ERKEK;35-44;33
2019;12;YAKACAK;KADIN;35-44;75
2019;12;YAKACAK;BELİRSİZ;45-54;1
2019;2;YAKACAK;ERKEK;45-54;19
2019;6;YAKACAK;KADIN;45-54;102
2019;7;YAKACAK;KADIN;35-44;95
2019;6;YAKACAK;BELİRSİZ;35-44;1
2019;12;YAKACAK;ERKEK;25-34;11
2019;10;YAKACAK;ERKEK;18-24;6
2019;10;YAKACAK;KADIN;65+;18
2019;1;YAKACAK;ERKEK;65+;14
2019;11;YAKACAK;ERKEK;25-34;17
2019;2;YAKACAK;ERKEK;25-34;24
2019;2;YAKACAK;ERKEK;55-64;20
2019;6;YAKACAK;KADIN;55-64;61
2019;9;YAKACAK;KADIN;65+;20
2019;5;YAKACAK;KADIN;35-44;282
2019;6;YAKACAK;KADIN;25-34;203
2019;5;YAKACAK;KADIN;25-34;258
2019;2;YAKACAK;KADIN;35-44;107
2019;9;YAKACAK;KADIN;35-44;75
2019;5;YAKACAK;KADIN;55-64;106
2019;4;YAKACAK;ERKEK;35-44;64
2019;8;YAKACAK;KADIN;45-54;49
2019;12;YAKACAK;KADIN;25-34;79
2019;12;YAKACAK;BELİRSİZ;55-64;1
2019;12;YAKACAK;BELİRSİZ;35-44;3
2019;11;YAKACAK;BELİRSİZ;25-34;1
2019;1;YAKACAK;ERKEK;55-64;12
2019;1;YAKACAK;ERKEK;25-34;14
2019;7;YAKACAK;KADIN;55-64;21
2019;7;YAKACAK;ERKEK;55-64;32
2019;10;YAKACAK;ERKEK;25-34;25
2019;12;YAKACAK;KADIN;65+;34
2019;2;YAKACAK;KADIN;65+;33
2019;3;YAKACAK;ERKEK;65+;30
2019;3;YAKACAK;KADIN;45-54;83
2019;2;YAKACAK;ERKEK;35-44;34
2019;1;YAKACAK;ERKEK;45-54;15
2019;5;YAKACAK;KADIN;65+;145
2019;4;YAKACAK;ERKEK;65+;38
2019;11;YAKACAK;ERKEK;65+;22
2019;12;YAKACAK;KADIN;55-64;26
2019;11;YAKACAK;KADIN;35-44;94
2019;4;YAKACAK;KADIN;25-34;258
2019;5;YAKACAK;ERKEK;35-44;77
2019;2;YAKACAK;KADIN;18-24;34
2019;10;YAKACAK;BELİRSİZ;65+;2
2019;10;YAKACAK;KADIN;18-24;26
2019;2;YAKACAK;ERKEK;18-24;6
2019;8;YAKACAK;ERKEK;45-54;27
2019;4;YAKACAK;ERKEK;18-24;8
2019;10;YAKACAK;BELİRSİZ;18-24;1
2019;7;YAKACAK;KADIN;18-24;20
2019;11;YAKACAK;KADIN;65+;33
2019;3;YAKACAK;ERKEK;18-24;7
2019;3;YAKACAK;KADIN;65+;67
2019;6;YAKACAK;KADIN;65+;105
2019;4;YAKACAK;ERKEK;45-54;57
2019;4;YAKACAK;KADIN;18-24;50
2019;7;YAKACAK;KADIN;65+;39
2019;11;YAKACAK;KADIN;55-64;26
2019;9;YAKACAK;KADIN;45-54;39
2019;12;YAKACAK;BELİRSİZ;25-34;2
2019;9;YAKACAK;ERKEK;18-24;5
2019;11;YAKACAK;ERKEK;55-64;23
2019;11;YAKACAK;BELİRSİZ;65+;2
2019;11;YAKACAK;BELİRSİZ;55-64;4
2019;1;YAKACAK;KADIN;45-54;24
2019;3;YAKACAK;ERKEK;45-54;33
2019;4;YAKACAK;ERKEK;55-64;38
2019;5;YAKACAK;ERKEK;55-64;62
2019;5;YAKACAK;ERKEK;65+;80
2019;5;YAKACAK;ERKEK;45-54;100
2019;10;YAKACAK;KADIN;35-44;104
2019;9;YAKACAK;ERKEK;45-54;30
2019;7;YAKACAK;ERKEK;18-24;4
2019;1;YAKACAK;ERKEK;18-24;2
2019;5;YAKACAK;ERKEK;18-24;5
2019;4;YAKACAK;ERKEK;25-34;43
2019;10;YAKACAK;ERKEK;35-44;24
2019;12;YAKACAK;ERKEK;55-64;29
2019;11;YAKACAK;ERKEK;18-24;5
2019;5;YAKACAK;ERKEK;25-34;58
2019;9;YAKACAK;ERKEK;55-64;25
2019;9;YAKACAK;ERKEK;25-34;11
2019;10;YAKACAK;KADIN;25-34;125
2019;1;YAKACAK;ERKEK;35-44;14
2019;6;YAKACAK;ERKEK;18-24;2
2019;7;YAKACAK;ERKEK;65+;22
2019;3;YAKACAK;KADIN;25-34;191
2019;3;YAKACAK;KADIN;35-44;180
2019;8;YAKACAK;KADIN;25-34;66
2019;3;YAKACAK;ERKEK;25-34;26
2019;11;YAKACAK;ERKEK;18 Altı;1
2019;10;YAKACAK;ERKEK;45-54;20
2019;8;YAKACAK;KADIN;65+;57
2019;12;YAKACAK;ERKEK;65+;18
2019;11;YAKACAK;KADIN;18-24;31
2019;11;YAKACAK;ERKEK;35-44;29
2019;1;YAKACAK;KADIN;65+;13
2019;6;YAKACAK;ERKEK;25-34;49
2019;8;YAKACAK;BELİRSİZ;45-54;1
2019;1;YAKACAK;KADIN;25-34;41
2019;4;YAKACAK;KADIN;55-64;49
2019;10;YAKACAK;ERKEK;55-64;19
2019;8;YAKACAK;ERKEK;55-64;15
2019;7;YAKACAK;KADIN;45-54;44
2019;3;YAKACAK;ERKEK;55-64;33
2019;2;YAKACAK;KADIN;25-34;96
2019;3;YAKACAK;KADIN;18-24;48
2019;9;YAKACAK;KADIN;55-64;15
2019;10;YAKACAK;BELİRSİZ;25-34;5
2019;10;YAKACAK;BELİRSİZ;55-64;1
2019;11;YAKACAK;BELİRSİZ;45-54;2
2019;2;YAKACAK;KADIN;55-64;25
2019;1;YAKACAK;KADIN;18-24;9
2019;8;YAKACAK;KADIN;18-24;28
2019;10;YAKACAK;BELİRSİZ;35-44;2
2019;3;YAKACAK;KADIN;55-64;47
2019;1;YAKACAK;KADIN;35-44;47
2019;1;YAKACAK;KADIN;55-64;13
2019;6;YAKACAK;ERKEK;45-54;56
2019;6;YAKACAK;ERKEK;65+;72
2019;8;YAKACAK;ERKEK;65+;23
2019;8;YAKACAK;BELİRSİZ;35-44;1
2019;11;YAKACAK;ERKEK;45-54;23
2019;11;2 NUMARA  (3-6 KG);KADIN;25-34;2
2019;10;2 NUMARA  (3-6 KG);BELİRSİZ;25-34;1
2019;10;2 NUMARA  (3-6 KG);KADIN;45-54;1
2019;11;2 NUMARA  (3-6 KG);ERKEK;45-54;1
2019;11;2 NUMARA  (3-6 KG);KADIN;65+;1
2019;11;2 NUMARA  (3-6 KG);KADIN;18-24;1
2019;9;2 NUMARA  (3-6 KG);KADIN;25-34;2
2019;11;2 NUMARA  (3-6 KG);BELİRSİZ;55-64;1
2019;9;2 NUMARA  (3-6 KG);ERKEK;35-44;1
2019;10;2 NUMARA  (3-6 KG);KADIN;55-64;1
2019;10;2 NUMARA  (3-6 KG);ERKEK;55-64;2
2019;10;2 NUMARA  (3-6 KG);ERKEK;65+;2
2019;8;2 NUMARA  (3-6 KG);ERKEK;25-34;1
2020;7;AKÜ;KADIN;65+;1
2020;1;AKÜ;KADIN;45-54;1
2020;7;AKÜ;KADIN;18 Altı;1
2020;2;AKÜ;ERKEK;35-44;1
2020;9;AKÜ;ERKEK;65+;1
2020;7;AKÜ;ERKEK;18-24;1
2020;6;AKÜ;ERKEK;25-34;1
2020;6;AKÜ;ERKEK;35-44;2
2020;7;AKÜ;KADIN;55-64;1
2020;7;AKÜ;ERKEK;65+;1
2020;6;AKÜ;ERKEK;65+;1
2020;10;AKÜ;KADIN;55-64;1
2020;9;AKÜ;ERKEK;18-24;2
2020;6;AKÜ;KADIN;18-24;1
2020;7;AKÜ;ERKEK;35-44;1
2020;3;AKÜ;ERKEK;55-64;1
2020;6;AKÜ;KADIN;45-54;2
2020;2;AKÜ;ERKEK;55-64;1
2020;9;AKÜ;KADIN;45-54;1
2020;6;AKÜ;ERKEK;45-54;1
2020;1;AKÜ;ERKEK;35-44;1
2020;5;AKÜ;ERKEK;45-54;1
2020;2;AKÜ;ERKEK;25-34;1
2020;9;AKÜ;ERKEK;55-64;1
2020;9;AKÜ;ERKEK;35-44;1
2020;8;AKÜ;ERKEK;55-64;1
2020;2;AKÜ;ERKEK;18-24;1
2020;3;AKÜ;ERKEK;65+;2
2020;3;AKÜ;KADIN;25-34;1
2020;2;AKÜ;KADIN;45-54;1
2020;9;AKÜ;ERKEK;25-34;2
2020;8;AKÜ;ERKEK;25-34;1
2020;1;AKÜ;ERKEK;45-54;2
2020;7;AKÜ;ERKEK;55-64;1
2020;1;AKÜ;KADIN;35-44;1
2020;6;AKÜ;ERKEK;55-64;4
2020;12;AKÜ;KADIN;25-34;1
2020;2;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;35-44;1
2020;2;AKÜLÜ TEKERLEKLİ SANDALYE;ERKEK;45-54;1
2020;12;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;25-34;1
2020;12;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;65+;1
2020;11;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;25-34;1
2020;2;AKÜLÜ TEKERLEKLİ SANDALYE;KADIN;45-54;1
